# This data was collected and compiled at the NASA/Ames Research Center, Moffett Field, CA.  Any use of this data should recognize the parent publication:

# D.M. Hudgins, S.A. Sandford, L.J. Allamandola, and A.G.G.M. Tielens, "Mid- and Far-Infrared Spectroscopy of Ices: Optical Constants and Integrated Absorbances", The Astrophysical Journal Supplement Series, 86, no. 2, p. 713-870, 1993

# H2O - 10 K
# http://www.astrochem.org/data/H2O.php

Freq.	%T,10K	Freq. 	n, 10K	k, 10K
#(cm-1)			(cm-1)
2656.7	99.900
2657.6	99.900
2658.6	99.900
2659.5	99.900
2660.5	100.00
2661.5	99.900
2662.4	99.900
2663.4	99.900
2664.4	100.00
2665.3	99.900
2666.3	99.900
2667.3	99.900
2668.2	100.00
2669.2	99.900
2670.2	99.900
2671.1	99.900
2672.1	99.900
2673.0	99.900
2674.0	99.900
2675.0	99.900
2675.9	100.00
2676.9	100.00
2677.9	100.00
2678.8	100.00
2679.8	99.900
2680.8	99.900
2681.7	100.00
2682.7	100.00
2683.7	99.900
2684.6	99.900
2685.6	100.00
2686.6	99.900
2687.5	100.00
2688.5	99.900
2689.4	99.900
2690.4	99.900
2691.4	99.900
2692.3	100.00
2693.3	99.900
2694.3	100.00
2695.2	100.00
2696.2	99.900
2697.2	99.900
2698.1	99.900
2699.1	100.00
2700.1	99.900
2701.0	100.00
2702.0	100.00
2702.9	99.900
2703.9	100.00
2704.9	99.900
2705.8	100.00
2706.8	99.900
2707.8	100.00
2708.7	100.00
2709.7	100.00
2710.7	100.00
2711.6	100.00
2712.6	100.00
2713.6	100.00
2714.5	99.900
2715.5	99.900
2716.5	99.900
2717.4	100.00
2718.4	100.00
2719.3	100.00
2720.3	99.900
2721.3	99.900
2722.2	99.900
2723.2	99.900
2724.2	100.00
2725.1	99.900
2726.1	99.900
2727.1	99.900
2728.0	100.00
2729.0	99.900
2730.0	99.900
2730.9	99.900
2731.9	100.00
2732.8	99.900
2733.8	99.900
2734.8	99.900
2735.7	99.900
2736.7	99.900
2737.7	99.900
2738.6	99.900
2739.6	99.900
2740.6	99.900
2741.5	99.900
2742.5	99.900
2743.5	99.900
2744.4	99.900
2745.4	99.900
2746.4	99.900
2747.3	99.900
2748.3	99.900
2749.2	99.900
2750.2	99.900
2751.2	99.900
2752.1	99.900
2753.1	99.900
2754.1	99.900
2755.0	99.900
2756.0	99.900
2757.0	99.900
2757.9	99.900
2758.9	99.900
2759.9	99.900
2760.8	99.900
2761.8	99.900
2762.7	99.900
2763.7	99.900
2764.7	99.900
2765.6	99.900
2766.6	99.900
2767.6	99.900
2768.5	99.900
2769.5	99.900
2770.5	99.900
2771.4	99.900
2772.4	99.900
2773.4	99.900
2774.3	99.900
2775.3	99.900
2776.2	99.900
2777.2	99.900
2778.2	99.900
2779.1	99.900
2780.1	99.900
2781.1	99.900
2782.0	99.900
2783.0	99.900
2784.0	99.900
2784.9	99.900
2785.9	99.900
2786.9	99.900
2787.8	99.900
2788.8	99.900
2789.8	99.800
2790.7	99.800
2791.7	99.800
2792.6	99.800
2793.6	99.800
2794.6	99.800
2795.5	99.800
2796.5	99.800
2797.5	99.800
2798.4	99.900
2799.4	99.800
2800.4	99.800
2801.3	99.800
2802.3	99.800
2803.3	99.800
2804.2	99.800
2805.2	99.800
2806.1	99.800
2807.1	99.800
2808.1	99.800
2809.0	99.800
2810.0	99.800
2811.0	99.800
2811.9	99.800
2812.9	99.800
2813.9	99.800
2814.8	99.800
2815.8	99.800
2816.8	99.800
2817.7	99.800
2818.7	99.800
2819.6	99.800
2820.6	99.800
2821.6	99.800
2822.5	99.800
2823.5	99.800
2824.5	99.800
2825.4	99.800
2826.4	99.800
2827.4	99.800
2828.3	99.800
2829.3	99.700
2830.3	99.700
2831.2	99.700
2832.2	99.700
2833.2	99.700
2834.1	99.700
2835.1	99.700
2836.0	99.700
2837.0	99.800
2838.0	99.700
2838.9	99.700
2839.9	99.700
2840.9	99.700
2841.8	99.700
2842.8	99.700
2843.8	99.700
2844.7	99.700
2845.7	99.700
2846.7	99.700
2847.6	99.700
2848.6	99.700
2849.5	99.700
2850.5	99.700
2851.5	99.700
2852.4	99.700
2853.4	99.700
2854.4	99.700
2855.3	99.700
2856.3	99.700
2857.3	99.700
2858.2	99.700
2859.2	99.700
2860.2	99.700
2861.1	99.700
2862.1	99.700
2863.1	99.700
2864.0	99.700
2865.0	99.700
2865.9	99.700
2866.9	99.700
2867.9	99.700
2868.8	99.700
2869.8	99.700
2870.8	99.700
2871.7	99.700
2872.7	99.700
2873.7	99.700
2874.6	99.700
2875.6	99.700
2876.6	99.700
2877.5	99.700
2878.5	99.700
2879.4	99.700
2880.4	99.700
2881.4	99.700
2882.3	99.700
2883.3	99.700
2884.3	99.700
2885.2	99.700
2886.2	99.700
2887.2	99.700
2888.1	99.700
2889.1	99.700
2890.1	99.600
2891.0	99.700
2892.0	99.700
2892.9	99.700
2893.9	99.700
2894.9	99.600
2895.8	99.600
2896.8	99.600
2897.8	99.600
2898.7	99.600
2899.7	99.600
2900.7	99.600
2901.6	99.600
2902.6	99.600
2903.6	99.600
2904.5	99.600
2905.5	99.600
2906.5	99.600
2907.4	99.600
2908.4	99.600
2909.3	99.500
2910.3	99.600
2911.3	99.600
2912.2	99.500
2913.2	99.500
2914.2	99.500
2915.1	99.500
2916.1	99.500
2917.1	99.500
2918.0	99.500
2919.0	99.500
2920.0	99.500
2920.9	99.500
2921.9	99.500
2922.8	99.500
2923.8	99.500
2924.8	99.500
2925.7	99.500
2926.7	99.500
2927.7	99.400
2928.6	99.400
2929.6	99.400
2930.6	99.400
2931.5	99.400
2932.5	99.400
2933.5	99.400
2934.4	99.400
2935.4	99.400
2936.4	99.300
2937.3	99.300
2938.3	99.300
2939.2	99.300
2940.2	99.300
2941.2	99.300
2942.1	99.200
2943.1	99.200
2944.1	99.200
2945.0	99.200
2946.0	99.200
2947.0	99.200
2947.9	99.200
2948.9	99.100
2949.9	99.100
2950.8	99.100
2951.8	99.100
2952.7	99.100
2953.7	99.000
2954.7	99.100
2955.6	99.000
2956.6	99.000
2957.6	99.000
2958.5	99.000
2959.5	98.900
2960.5	98.900
2961.4	98.900
2962.4	98.900
2963.4	98.800
2964.3	98.800
2965.3	98.800
2966.3	98.800
2967.2	98.700
2968.2	98.700
2969.1	98.700
2970.1	98.700
2971.1	98.600
2972.0	98.600
2973.0	98.600
2974.0	98.500
2974.9	98.500
2975.9	98.500
2976.9	98.500
2977.8	98.400
2978.8	98.400
2979.8	98.300
2980.7	98.300
2981.7	98.300
2982.6	98.300
2983.6	98.200
2984.6	98.200
2985.5	98.100
2986.5	98.100
2987.5	98.100
2988.4	98.000
2989.4	98.000
2990.4	98.000
2991.3	97.900
2992.3	97.900
2993.3	97.800
2994.2	97.800
2995.2	97.700
2996.1	97.700
2997.1	97.700
2998.1	97.600
2999.0	97.600
3000.0	97.500
3001.0	97.500
3001.9	97.400
3002.9	97.400
3003.9	97.300
3004.8	97.300
3005.8	97.200
3006.8	97.200
3007.7	97.100
3008.7	97.100
3009.7	97.000
3010.6	96.900
3011.6	96.900
3012.5	96.800
3013.5	96.800
3014.5	96.700
3015.4	96.600
3016.4	96.600
3017.4	96.500
3018.3	96.400
3019.3	96.400
3020.3	96.300
3021.2	96.200
3022.2	96.100
3023.2	96.100
3024.1	96.000
3025.1	95.900
3026.0	95.800
3027.0	95.700
3028.0	95.700
3028.9	95.600
3029.9	95.500
3030.9	95.400
3031.8	95.300
3032.8	95.200
3033.8	95.100
3034.7	95.000
3035.7	94.900
3036.7	94.800
3037.6	94.700
3038.6	94.600
3039.6	94.500
3040.5	94.400
3041.5	94.300
3042.4	94.200
3043.4	94.100
3044.4	94.000
3045.3	93.800
3046.3	93.700
3047.3	93.600
3048.2	93.500
3049.2	93.300
3050.2	93.200
3051.1	93.100
3052.1	93.000
3053.1	92.800
3054.0	92.700
3055.0	92.500
3055.9	92.400
3056.9	92.200
3057.9	92.100
3058.8	91.900
3059.8	91.800
3060.8	91.600
3061.7	91.500
3062.7	91.300
3063.7	91.100
3064.6	91.000
3065.6	90.800
3066.6	90.600
3067.5	90.500
3068.5	90.300
3069.4	90.100
3070.4	90.000
3071.4	89.700
3072.3	89.600
3073.3	89.400
3074.3	89.200
3075.2	89.000
3076.2	88.800
3077.2	88.600
3078.1	88.400
3079.1	88.200
3080.1	88.000
3081.0	87.800
3082.0	87.600
3083.0	87.400
3083.9	87.200
3084.9	87.000
3085.8	86.700
3086.8	86.500
3087.8	86.300
3088.7	86.100
3089.7	85.800
3090.7	85.600
3091.6	85.400
3092.6	85.200
3093.6	85.000
3094.5	84.700
3095.5	84.500
3096.5	84.200
3097.4	84.000
3098.4	83.800
3099.3	83.600
3100.3	83.300
3101.3	83.100
3102.2	82.800
3103.2	82.600
3104.2	82.300
3105.1	82.100
3106.1	81.800
3107.1	81.600
3108.0	81.400
3109.0	81.100
3110.0	80.800
3110.9	80.600
3111.9	80.400
3112.9	80.100
3113.8	79.800
3114.8	79.600
3115.7	79.300
3116.7	79.100
3117.7	78.800
3118.6	78.600
3119.6	78.300
3120.6	78.100
3121.5	77.800
3122.5	77.600
3123.5	77.300
3124.4	77.100
3125.4	76.800
3126.4	76.600
3127.3	76.300
3128.3	76.100
3129.2	75.800
3130.2	75.500
3131.2	75.300
3132.1	75.000
3133.1	74.800
3134.1	74.500
3135.0	74.300
3136.0	74.000
3137.0	73.800
3137.9	73.500
3138.9	73.300
3139.9	73.000
3140.8	72.800
3141.8	72.500
3142.7	72.200
3143.7	72.000
3144.7	71.800
3145.6	71.500
3146.6	71.300
3147.6	71.000
3148.5	70.800
3149.5	70.500
3150.5	70.300
3151.4	70.000
3152.4	69.800
3153.4	69.500
3154.3	69.300
3155.3	69.000
3156.3	68.800
3157.2	68.600
3158.2	68.300
3159.1	68.100
3160.1	67.800
3161.1	67.600
3162.0	67.400
3163.0	67.100
3164.0	66.900
3164.9	66.600
3165.9	66.400
3166.9	66.200
3167.8	66.000
3168.8	65.700
3169.8	65.500
3170.7	65.200
3171.7	65.000
3172.6	64.800
3173.6	64.600
3174.6	64.300
3175.5	64.100
3176.5	63.900
3177.5	63.700
3178.4	63.500
3179.4	63.200
3180.4	63.000
3181.3	62.800
3182.3	62.600
3183.3	62.400
3184.2	62.100
3185.2	62.000
3186.2	61.700
3187.1	61.500
3188.1	61.300
3189.0	61.100
3190.0	60.900
3191.0	60.700
3191.9	60.500
3192.9	60.300
3193.9	60.100
3194.8	59.900
3195.8	59.700
3196.8	59.500
3197.7	59.300
3198.7	59.100
3199.7	58.900
3200.6	58.700
3201.6	58.600
3202.5	58.400
3203.5	58.200
3204.5	58.000
3205.4	57.800
3206.4	57.600
3207.4	57.500
3208.3	57.300
3209.3	57.100
3210.3	56.900
3211.2	56.700
3212.2	56.600
3213.2	56.400
3214.1	56.300
3215.1	56.100
3216.1	55.900
3217.0	55.800
3218.0	55.600
3218.9	55.400
3219.9	55.300
3220.9	55.200
3221.8	55.000
3222.8	54.800
3223.8	54.700
3224.7	54.600
3225.7	54.400
3226.7	54.300
3227.6	54.100
3228.6	54.000
3229.6	53.900
3230.5	53.800
3231.5	53.600
3232.4	53.500
3233.4	53.400
3234.4	53.200
3235.3	53.100
3236.3	53.000
3237.3	52.900
3238.2	52.800
3239.2	52.600
3240.2	52.500
3241.1	52.400
3242.1	52.300
3243.1	52.200
3244.0	52.100
3245.0	52.000
3245.9	51.900
3246.9	51.800
3247.9	51.700
3248.8	51.600
3249.8	51.500
3250.8	51.400
3251.7	51.300
3252.7	51.200
3253.7	51.100
3254.6	51.100
3255.6	51.000
3256.6	50.900
3257.5	50.800
3258.5	50.700
3259.5	50.700
3260.4	50.600
3261.4	50.500
3262.3	50.400
3263.3	50.400
3264.3	50.300
3265.2	50.200
3266.2	50.200
3267.2	50.100
3268.1	50.000
3269.1	50.000
3270.1	49.900
3271.0	49.800
3272.0	49.800
3273.0	49.700
3273.9	49.700
3274.9	49.600
3275.8	49.600
3276.8	49.500
3277.8	49.500
3278.7	49.400
3279.7	49.400
3280.7	49.300
3281.6	49.300
3282.6	49.300
3283.6	49.200
3284.5	49.200
3285.5	49.200
3286.5	49.200
3287.4	49.100
3288.4	49.100
3289.4	49.100
3290.3	49.100
3291.3	49.000
3292.2	49.000
3293.2	49.000
3294.2	49.000
3295.1	49.000
3296.1	49.000
3297.1	49.000
3298.0	49.000
3299.0	49.000
3300.0	49.000
3300.9	49.000
3301.9	49.000
3302.9	49.000
3303.8	49.000
3304.8	49.000
3305.7	49.100
3306.7	49.100
3307.7	49.100
3308.6	49.100
3309.6	49.100
3310.6	49.100
3311.5	49.200
3312.5	49.200
3313.5	49.200
3314.4	49.200
3315.4	49.300
3316.4	49.300
3317.3	49.300
3318.3	49.400
3319.3	49.400
3320.2	49.500
3321.2	49.500
3322.1	49.500
3323.1	49.600
3324.1	49.600
3325.0	49.700
3326.0	49.700
3327.0	49.800
3327.9	49.800
3328.9	49.900
3329.9	49.900
3330.8	50.000
3331.8	50.000
3332.8	50.100
3333.7	50.100
3334.7	50.200
3335.6	50.200
3336.6	50.300
3337.6	50.400
3338.5	50.500
3339.5	50.500
3340.5	50.500
3341.4	50.600
3342.4	50.700
3343.4	50.700
3344.3	50.800
3345.3	50.900
3346.3	50.900
3347.2	51.000
3348.2	51.000
3349.1	51.100
3350.1	51.200
3351.1	51.300
3352.0	51.300
3353.0	51.400
3354.0	51.500
3354.9	51.500
3355.9	51.600
3356.9	51.700
3357.8	51.700
3358.8	51.800
3359.8	51.900
3360.7	51.900
3361.7	52.000
3362.7	52.100
3363.6	52.200
3364.6	52.200
3365.5	52.300
3366.5	52.400
3367.5	52.500
3368.4	52.600
3369.4	52.600
3370.4	52.700
3371.3	52.800
3372.3	52.900
3373.3	53.000
3374.2	53.000
3375.2	53.100
3376.2	53.200
3377.1	53.300
3378.1	53.300
3379.0	53.400
3380.0	53.500
3381.0	53.600
3381.9	53.700
3382.9	53.800
3383.9	53.900
3384.8	54.000
3385.8	54.100
3386.8	54.200
3387.7	54.300
3388.7	54.400
3389.7	54.500
3390.6	54.600
3391.6	54.700
3392.5	54.800
3393.5	54.900
3394.5	55.000
3395.4	55.100
3396.4	55.200
3397.4	55.400
3398.3	55.400
3399.3	55.600
3400.3	55.700
3401.2	55.800
3402.2	56.000
3403.2	56.100
3404.1	56.200
3405.1	56.300
3406.1	56.400
3407.0	56.500
3408.0	56.700
3408.9	56.800
3409.9	57.000
3410.9	57.100
3411.8	57.200
3412.8	57.400
3413.8	57.500
3414.7	57.700
3415.7	57.800
3416.7	57.900
3417.6	58.100
3418.6	58.200
3419.6	58.400
3420.5	58.500
3421.5	58.700
3422.4	58.900
3423.4	59.000
3424.4	59.200
3425.3	59.400
3426.3	59.500
3427.3	59.700
3428.2	59.900
3429.2	60.000
3430.2	60.200
3431.1	60.400
3432.1	60.600
3433.1	60.700
3434.0	60.900
3435.0	61.100
3436.0	61.300
3436.9	61.500
3437.9	61.700
3438.8	61.800
3439.8	62.000
3440.8	62.200
3441.7	62.400
3442.7	62.600
3443.7	62.800
3444.6	63.000
3445.6	63.200
3446.6	63.400
3447.5	63.700
3448.5	63.800
3449.5	64.100
3450.4	64.300
3451.4	64.400
3452.3	64.700
3453.3	64.900
3454.3	65.100
3455.2	65.400
3456.2	65.600
3457.2	65.800
3458.1	66.000
3459.1	66.200
3460.1	66.500
3461.0	66.700
3462.0	66.900
3463.0	67.100
3463.9	67.400
3464.9	67.600
3465.9	67.800
3466.8	68.100
3467.8	68.300
3468.7	68.500
3469.7	68.800
3470.7	69.100
3471.6	69.300
3472.6	69.500
3473.6	69.800
3474.5	70.000
3475.5	70.300
3476.5	70.500
3477.4	70.800
3478.4	71.000
3479.4	71.200
3480.3	71.500
3481.3	71.700
3482.2	72.000
3483.2	72.200
3484.2	72.500
3485.1	72.800
3486.1	73.000
3487.1	73.200
3488.0	73.500
3489.0	73.700
3490.0	74.000
3490.9	74.200
3491.9	74.400
3492.9	74.700
3493.8	74.900
3494.8	75.200
3495.7	75.400
3496.7	75.700
3497.7	75.900
3498.6	76.100
3499.6	76.400
3500.6	76.600
3501.5	76.800
3502.5	77.100
3503.5	77.300
3504.4	77.500
3505.4	77.800
3506.4	78.000
3507.3	78.200
3508.3	78.500
3509.3	78.700
3510.2	78.900
3511.2	79.100
3512.1	79.300
3513.1	79.500
3514.1	79.800
3515.0	80.000
3516.0	80.200
3517.0	80.400
3517.9	80.600
3518.9	80.800
3519.9	81.000
3520.8	81.200
3521.8	81.400
3522.8	81.600
3523.7	81.800
3524.7	82.000
3525.6	82.200
3526.6	82.400
3527.6	82.600
3528.5	82.800
3529.5	83.000
3530.5	83.200
3531.4	83.400
3532.4	83.600
3533.4	83.800
3534.3	84.000
3535.3	84.200
3536.3	84.400
3537.2	84.600
3538.2	84.800
3539.1	85.000
3540.1	85.100
3541.1	85.300
3542.0	85.500
3543.0	85.700
3544.0	85.900
3544.9	86.100
3545.9	86.300
3546.9	86.400
3547.8	86.700
3548.8	86.800
3549.8	87.000
3550.7	87.200
3551.7	87.400
3552.7	87.600
3553.6	87.700
3554.6	87.900
3555.5	88.100
3556.5	88.300
3557.5	88.400
3558.4	88.600
3559.4	88.800
3560.4	88.900
3561.3	89.100
3562.3	89.300
3563.3	89.400
3564.2	89.600
3565.2	89.700
3566.2	89.900
3567.1	90.000
3568.1	90.200
3569.0	90.400
3570.0	90.500
3571.0	90.700
3571.9	90.800
3572.9	90.900
3573.9	91.100
3574.8	91.200
3575.8	91.300
3576.8	91.500
3577.7	91.600
3578.7	91.800
3579.7	91.900
3580.6	92.000
3581.6	92.200
3582.6	92.300
3583.5	92.400
3584.5	92.500
3585.4	92.600
3586.4	92.800
3587.4	92.900
3588.3	93.000
3589.3	93.100
3590.3	93.200
3591.2	93.300
3592.2	93.400
3593.2	93.500
3594.1	93.700
3595.1	93.700
3596.1	93.800
3597.0	93.900
3598.0	94.000
3598.9	94.100
3599.9	94.200
3600.9	94.300
3601.8	94.400
3602.8	94.500
3603.8	94.600
3604.7	94.700
3605.7	94.800
3606.7	94.800
3607.6	94.900
3608.6	95.000
3609.6	95.100
3610.5	95.200
3611.5	95.300
3612.5	95.300
3613.4	95.400
3614.4	95.500
3615.3	95.600
3616.3	95.600
3617.3	95.700
3618.2	95.800
3619.2	95.800
3620.2	95.900
3621.1	96.000
3622.1	96.100
3623.1	96.100
3624.0	96.200
3625.0	96.200
3626.0	96.300
3626.9	96.400
3627.9	96.400
3628.8	96.500
3629.8	96.500
3630.8	96.600
3631.7	96.600
3632.7	96.700
3633.7	96.700
3634.6	96.800
3635.6	96.800
3636.6	96.900
3637.5	96.900
3638.5	96.900
3639.5	97.000
3640.4	97.000
3641.4	97.000
3642.3	97.000
3643.3	97.000
3644.3	97.000
3645.2	97.000
3646.2	97.000
3647.2	96.900
3648.1	96.900
3649.1	96.800
3650.1	96.800
3651.0	96.700
3652.0	96.600
3653.0	96.500
3653.9	96.400
3654.9	96.300
3655.9	96.200
3656.8	96.100
3657.8	96.000
3658.7	95.900
3659.7	95.800
3660.7	95.700
3661.6	95.700
3662.6	95.600
3663.6	95.600
3664.5	95.600
3665.5	95.600
3666.5	95.500
3667.4	95.600
3668.4	95.700
3669.4	95.700
3670.3	95.900
3671.3	96.000
3672.2	96.100
3673.2	96.200
3674.2	96.300
3675.1	96.500
3676.1	96.600
3677.1	96.700
3678.0	96.900
3679.0	97.000
3680.0	97.100
3680.9	97.200
3681.9	97.300
3682.9	97.300
3683.8	97.400
3684.8	97.400
3685.7	97.500
3686.7	97.500
3687.7	97.600
3688.6	97.600
3689.6	97.600
3690.6	97.700
3691.5	97.700
3692.5	97.800
3693.5	97.800
3694.4	97.900
3695.4	97.900
3696.4	98.000
3697.3	98.100
3698.3	98.200
3699.3	98.200
3700.2	98.300
3701.2	98.400
3702.1	98.500
3703.1	98.600
3704.1	98.600
3705.0	98.700
3706.0	98.700
3707.0	98.800
3707.9	98.800
3708.9	98.900
3709.9	98.900
3710.8	98.900
3711.8	99.000
3712.8	99.000
3713.7	99.100
3714.7	99.100
3715.6	99.100
3716.6	99.100
3717.6	99.100
3718.5	99.100
3719.5	99.100
3720.5	99.100
3721.4	99.200
3722.4	99.200
3723.4	99.200
3724.3	99.200
3725.3	99.200
3726.3	99.200
3727.2	99.200
3728.2	99.200
3729.2	99.300
3730.1	99.300
3731.1	99.300
3732.0	99.300
3733.0	99.300
3734.0	99.300
3734.9	99.300
3735.9	99.300
3736.9	99.300
3737.8	99.300
3738.8	99.400
3739.8	99.400
3740.7	99.400
3741.7	99.400
3742.7	99.400
3743.6	99.400
3744.6	99.400
3745.5	99.400
3746.5	99.400
3747.5	99.400
3748.4	99.400
3749.4	99.400
3750.4	99.400
3751.3	99.400
3752.3	99.400
3753.3	99.500
3754.2	99.500
3755.2	99.400
3756.2	99.500
3757.1	99.500
3758.1	99.500
3759.1	99.500
3760.0	99.500
3761.0	99.500
3761.9	99.500
3762.9	99.500
3763.9	99.500
3764.8	99.500
3765.8	99.500
3766.8	99.500
3767.7	99.500
3768.7	99.600
3769.7	99.500
3770.6	99.500
3771.6	99.600
3772.6	99.500
3773.5	99.600
3774.5	99.600
3775.4	99.600
3776.4	99.600
3777.4	99.600
3778.3	99.600
3779.3	99.600
3780.3	99.600
3781.2	99.600
3782.2	99.600
3783.2	99.600
3784.1	99.600
3785.1	99.600
3786.1	99.700
3787.0	99.600
3788.0	99.700
3788.9	99.700
3789.9	99.600
3790.9	99.600
3791.8	99.700
3792.8	99.700
3793.8	99.700
3794.7	99.700
3795.7	99.700
3796.7	99.700
3797.6	99.700
3798.6	99.700
3799.6	99.700
3800.5	99.700
3801.5	99.700
3802.5	99.700
3803.4	99.700
3804.4	99.700
3805.3	99.700
3806.3	99.700
3807.3	99.700
3808.2	99.700
3809.2	99.800
3810.2	99.700
3811.1	99.700
3812.1	99.800
3813.1	99.800
3814.0	99.800
3815.0	99.700
3816.0	99.700
3816.9	99.800
3817.9	99.800
3818.8	99.800
3819.8	99.800
3820.8	99.800
3821.7	99.800
3822.7	99.800
3823.7	99.800
3824.6	99.800
3825.6	99.800
3826.6	99.800
3827.5	99.800
3828.5	99.800
3829.5	99.800
3830.4	99.800
3831.4	99.800
3832.4	99.800
3833.3	99.800
3834.3	99.800
3835.2	99.800
3836.2	99.800
3837.2	99.800
3838.1	99.800
3839.1	99.800
3840.1	99.800
3841.0	99.900
3842.0	99.800
3843.0	99.800
3843.9	99.800
3844.9	99.800
3845.9	99.800
3846.8	99.800
3847.8	99.900
3848.7	99.900
3849.7	99.900
3850.7	99.900
3851.6	99.900
3852.6	99.800
3853.6	99.900
3854.5	99.900
3855.5	99.800
3856.5	99.900
3857.4	99.900
3858.4	99.900
3859.4	99.900
3860.3	99.900
3861.3	99.900
3862.3	99.900
3863.2	99.900
3864.2	99.900
3865.1	99.900
3866.1	99.900
3867.1	99.900
3868.0	99.900
3869.0	99.900
3870.0	99.900
3870.9	99.900
3871.9	99.900
3872.9	99.900
3873.8	99.900
3874.8	99.900
3875.8	99.900
3876.7	99.900
3877.7	99.900
3878.6	99.900
3879.6	99.900
3880.6	99.900
3881.5	99.900
3882.5	99.900
3883.5	99.900
3884.4	99.900
3885.4	99.900
3886.4	99.900
3887.3	99.900
3888.3	99.900
3889.3	99.900
3890.2	99.900
3891.2	99.900
3892.1	99.900
3893.1	99.900
3894.1	99.900
3895.0	100.00
3896.0	99.900
3897.0	99.900
3897.9	99.900
3898.9	100.00
3899.9	99.900
3900.8	99.900
3901.8	99.900
3902.8	99.900
3903.7	99.900
3904.7	99.900
3905.7	99.900
3906.6	99.900
3907.6	99.900
3908.5	99.900
3909.5	99.900
3910.5	100.00
3911.4	100.00
3912.4	99.900
3913.4	99.900
3914.3	100.00
3915.3	99.900
3916.3	99.900
3917.2	100.00
3918.2	99.900
3919.2	100.00
3920.1	100.00
3921.1	99.900
3922.0	99.900
3923.0	99.900
3924.0	99.900
3924.9	99.900
3925.9	100.00
3926.9	99.900
3927.8	100.00
3928.8	100.00
3929.8	99.900
3930.7	99.900
3931.7	99.900
3932.7	100.00
3933.6	99.900
3934.6	99.900
3935.6	99.900
3936.5	100.00
3937.5	100.00
3938.4	99.900
3939.4	100.00
3940.4	99.900
3941.3	99.900
3942.3	99.900
3943.3	99.900
3944.2	99.900
3945.2	99.900
3946.2	99.900
3947.1	99.900
3948.1	100.00
3949.1	99.900
3950.0	99.900
3951.0	99.900
3951.9	99.900
3952.9	99.900
3953.9	99.900
3954.8	99.900
3955.8	100.00
3956.8	99.900
3957.7	100.00
3958.7	99.900
3959.7	100.00
3960.6	99.900
3961.6	99.900
3962.6	100.00
3963.5	100.00
3964.5	99.900
3965.4	99.900
3966.4	99.900
3967.4	99.900
3968.3	99.900
3969.3	99.900
3970.3	99.900
3971.2	99.900
3972.2	99.900
3973.2	99.900
3974.1	99.900
3975.1	99.900
3976.1	99.900
3977.0	99.900
3978.0	99.900
3979.0	99.900
3979.9	99.900
3980.9	100.00
3981.8	99.900
3982.8	99.900
3983.8	100.00
3984.7	100.00
3985.7	99.900
3986.7	99.900
3987.6	99.900
3988.6	100.00
3989.6	99.900
3990.5	99.900
3991.5	99.900
3992.5	99.900
3993.4	99.900
3994.4	99.900
3995.3	99.900
3996.3	99.900
3997.3	99.900
3998.2	99.900
3999.2	99.900
