# Data taken from the Leiden Laboratory Ice Database
# Paper: Ehrenfreund and Schlemmer

# H2O:CH3OH:CO2:NH3 0.7:0.7:1:0.7 - 10 K
# https://icedb.strw.leidenuniv.nl/data/53

Freq. Trans.
6.41330E+02 6.94312E-02
6.41812E+02 7.12869E-02
6.42294E+02 7.33415E-02
6.42776E+02 7.53024E-02
6.43259E+02 7.70598E-02
6.43741E+02 7.87165E-02
6.44223E+02 8.02683E-02
6.44705E+02 8.18220E-02
6.45187E+02 8.31474E-02
6.45670E+02 8.34060E-02
6.46152E+02 8.39442E-02
6.46634E+02 8.55347E-02
6.47116E+02 8.64702E-02
6.47598E+02 8.69834E-02
6.48081E+02 8.74496E-02
6.48563E+02 8.77528E-02
6.49045E+02 8.77959E-02
6.49527E+02 8.78685E-02
6.50009E+02 8.77936E-02
6.50492E+02 8.76319E-02
6.50974E+02 8.75724E-02
6.51456E+02 8.75610E-02
6.51938E+02 8.75176E-02
6.52420E+02 8.75538E-02
6.52903E+02 8.79716E-02
6.53385E+02 8.85363E-02
6.53867E+02 8.92945E-02
6.54349E+02 9.02610E-02
6.54831E+02 9.14292E-02
6.55314E+02 9.26225E-02
6.55796E+02 9.39264E-02
6.56278E+02 9.51678E-02
6.56760E+02 9.61253E-02
6.57242E+02 9.69421E-02
6.57725E+02 9.75139E-02
6.58207E+02 9.78095E-02
6.58689E+02 9.77734E-02
6.59171E+02 9.73448E-02
6.59654E+02 9.63281E-02
6.60136E+02 9.55892E-02
6.60618E+02 9.47949E-02
6.61100E+02 9.30341E-02
6.61582E+02 9.07846E-02
6.62065E+02 8.82064E-02
6.62547E+02 8.53276E-02
6.63029E+02 8.21635E-02
6.63511E+02 7.88382E-02
6.63993E+02 7.50532E-02
6.64476E+02 7.11958E-02
6.64958E+02 6.73718E-02
6.65440E+02 6.34886E-02
6.65922E+02 5.95305E-02
6.66404E+02 5.53604E-02
6.66887E+02 5.13817E-02
6.67369E+02 4.75365E-02
6.67851E+02 4.35593E-02
6.68333E+02 3.95536E-02
6.68815E+02 3.58455E-02
6.69298E+02 3.23794E-02
6.69780E+02 2.91355E-02
6.70262E+02 2.61798E-02
6.70744E+02 2.34186E-02
6.71226E+02 2.11141E-02
6.71709E+02 1.93725E-02
6.72191E+02 1.78424E-02
6.72673E+02 1.66060E-02
6.73155E+02 1.57549E-02
6.73637E+02 1.52235E-02
6.74120E+02 1.44391E-02
6.74602E+02 1.38462E-02
6.75084E+02 1.36185E-02
6.75566E+02 1.34145E-02
6.76048E+02 1.32888E-02
6.76531E+02 1.31116E-02
6.77013E+02 1.30467E-02
6.77495E+02 1.29227E-02
6.77977E+02 1.27746E-02
6.78459E+02 1.27198E-02
6.78942E+02 1.26362E-02
6.79424E+02 1.25595E-02
6.79906E+02 1.25232E-02
6.80388E+02 1.25578E-02
6.80870E+02 1.25656E-02
6.81353E+02 1.25529E-02
6.81835E+02 1.25789E-02
6.82317E+02 1.25182E-02
6.82799E+02 1.25636E-02
6.83281E+02 1.27231E-02
6.83764E+02 1.26989E-02
6.84246E+02 1.25905E-02
6.84728E+02 1.26090E-02
6.85210E+02 1.26837E-02
6.85692E+02 1.27807E-02
6.86175E+02 1.29945E-02
6.86657E+02 1.30589E-02
6.87139E+02 1.31790E-02
6.87621E+02 1.32339E-02
6.88103E+02 1.23288E-02
6.88586E+02 1.18620E-02
6.89068E+02 1.23742E-02
6.89550E+02 1.26526E-02
6.90032E+02 1.27756E-02
6.90514E+02 1.27912E-02
6.90997E+02 1.30654E-02
6.91479E+02 1.30671E-02
6.91961E+02 1.29791E-02
6.92443E+02 1.30903E-02
6.92925E+02 1.32817E-02
6.93408E+02 1.33678E-02
6.93890E+02 1.34240E-02
6.94372E+02 1.35831E-02
6.94854E+02 1.37963E-02
6.95337E+02 1.38383E-02
6.95819E+02 1.38982E-02
6.96301E+02 1.37994E-02
6.96783E+02 1.40531E-02
6.97265E+02 1.42301E-02
6.97748E+02 1.44020E-02
6.98230E+02 1.46428E-02
6.98712E+02 1.50041E-02
6.99194E+02 1.51634E-02
6.99676E+02 1.56733E-02
7.00159E+02 1.59674E-02
7.00641E+02 1.77324E-02
7.01123E+02 1.92616E-02
7.01605E+02 3.12316E-02
7.02087E+02 3.00185E-02
7.02570E+02 9.13259E-03
7.03052E+02 6.98217E-03
7.03534E+02 9.82775E-03
7.04016E+02 1.03697E-02
7.04498E+02 1.14679E-02
7.04981E+02 1.17457E-02
7.05463E+02 1.21252E-02
7.05945E+02 1.24999E-02
7.06427E+02 1.28357E-02
7.06909E+02 1.27341E-02
7.07392E+02 1.30661E-02
7.07874E+02 1.31697E-02
7.08356E+02 1.33318E-02
7.08838E+02 1.35487E-02
7.09320E+02 1.37344E-02
7.09803E+02 1.37272E-02
7.10285E+02 1.37346E-02
7.10767E+02 1.36636E-02
7.11249E+02 1.37066E-02
7.11731E+02 1.38767E-02
7.12214E+02 1.39988E-02
7.12696E+02 1.39377E-02
7.13178E+02 1.40407E-02
7.13660E+02 1.41344E-02
7.14142E+02 1.41655E-02
7.14625E+02 1.41866E-02
7.15107E+02 1.43170E-02
7.15589E+02 1.44817E-02
7.16071E+02 1.45061E-02
7.16553E+02 1.43117E-02
7.17036E+02 1.42970E-02
7.17518E+02 1.43381E-02
7.18000E+02 1.43968E-02
7.18482E+02 1.44885E-02
7.18964E+02 1.44918E-02
7.19447E+02 1.44382E-02
7.19929E+02 1.44222E-02
7.20411E+02 1.45534E-02
7.20893E+02 1.47588E-02
7.21375E+02 1.48177E-02
7.21858E+02 1.49036E-02
7.22340E+02 1.49161E-02
7.22822E+02 1.48692E-02
7.23304E+02 1.45969E-02
7.23786E+02 1.44740E-02
7.24269E+02 1.48158E-02
